match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1001,2025,2025-04-01,Wankhede Stadium,1,8.4,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,8.5,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,8.6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,9.1,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,9.2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,9.3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Piyush Chawla,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,9.4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,9.5,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,9.6,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,10.1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,10.2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,1,1,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,10.2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,10.3,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,10.4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,6,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,10.5,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,10.6,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,6,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,11.1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,11.2,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,11.3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Hardik Pandya,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,11.4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Hardik Pandya,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,11.5,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Hardik Pandya,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,11.6,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Hardik Pandya,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,12.1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,12.2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,12.3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,12.4,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,12.5,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,12.6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,13.1,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,13.2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,13.3,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,13.4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,13.5,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,13.6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,14.1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,14.2,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,14.3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,14.4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Akash Madhwal,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,14.5,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Akash Madhwal,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,14.6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,2,1,,1,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,14.6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,15.1,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,15.2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,lbw,Ajinkya Rahane,,
1001,2025,2025-04-01,Wankhede Stadium,1,15.3,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,15.4,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,15.5,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,15.6,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,16.1,CSK,MI,Ravindra Jadeja,MS Dhoni,Gerald Coetzee,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,16.2,CSK,MI,MS Dhoni,Ravindra Jadeja,Gerald Coetzee,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,16.3,CSK,MI,MS Dhoni,Ravindra Jadeja,Gerald Coetzee,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,16.4,CSK,MI,MS Dhoni,Ravindra Jadeja,Gerald Coetzee,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,16.5,CSK,MI,Ravindra Jadeja,MS Dhoni,Gerald Coetzee,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,16.6,CSK,MI,MS Dhoni,Ravindra Jadeja,Gerald Coetzee,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,17.1,CSK,MI,MS Dhoni,Ravindra Jadeja,Jasprit Bumrah,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,17.2,CSK,MI,MS Dhoni,Ravindra Jadeja,Jasprit Bumrah,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,17.3,CSK,MI,MS Dhoni,Ravindra Jadeja,Jasprit Bumrah,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,17.4,CSK,MI,MS Dhoni,Ravindra Jadeja,Jasprit Bumrah,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,17.5,CSK,MI,MS Dhoni,Ravindra Jadeja,Jasprit Bumrah,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,17.6,CSK,MI,Ravindra Jadeja,MS Dhoni,Jasprit Bumrah,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,18.1,CSK,MI,MS Dhoni,Ravindra Jadeja,Gerald Coetzee,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,18.2,CSK,MI,MS Dhoni,Ravindra Jadeja,Gerald Coetzee,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,18.3,CSK,MI,MS Dhoni,Ravindra Jadeja,Gerald Coetzee,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,18.4,CSK,MI,Ravindra Jadeja,MS Dhoni,Gerald Coetzee,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,18.5,CSK,MI,Ravindra Jadeja,MS Dhoni,Gerald Coetzee,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,18.6,CSK,MI,Ravindra Jadeja,MS Dhoni,Gerald Coetzee,2,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,19.1,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,19.2,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,19.3,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,19.4,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,19.5,CSK,MI,Ravindra Jadeja,MS Dhoni,Piyush Chawla,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,1,19.6,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,0.1,MI,CSK,Rohit Sharma,Ishan Kishan,Matheesha Pathirana,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,0.2,MI,CSK,Rohit Sharma,Ishan Kishan,Matheesha Pathirana,0,1,1,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,0.2,MI,CSK,Rohit Sharma,Ishan Kishan,Matheesha Pathirana,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,0.3,MI,CSK,Ishan Kishan,Rohit Sharma,Matheesha Pathirana,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,0.4,MI,CSK,Rohit Sharma,Ishan Kishan,Matheesha Pathirana,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,0.5,MI,CSK,Rohit Sharma,Ishan Kishan,Matheesha Pathirana,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,0.6,MI,CSK,Rohit Sharma,Ishan Kishan,Matheesha Pathirana,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,1.1,MI,CSK,Ishan Kishan,Rohit Sharma,Tushar Deshpande,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,1.2,MI,CSK,Ishan Kishan,Rohit Sharma,Tushar Deshpande,0,1,1,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,1.2,MI,CSK,Ishan Kishan,Rohit Sharma,Tushar Deshpande,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,1.3,MI,CSK,Rohit Sharma,Ishan Kishan,Tushar Deshpande,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,1.4,MI,CSK,Ishan Kishan,Rohit Sharma,Tushar Deshpande,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,1.5,MI,CSK,Ishan Kishan,Rohit Sharma,Tushar Deshpande,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,1.6,MI,CSK,Ishan Kishan,Rohit Sharma,Tushar Deshpande,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,2.1,MI,CSK,Ishan Kishan,Rohit Sharma,Shivam Dube,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,2.2,MI,CSK,Rohit Sharma,Ishan Kishan,Shivam Dube,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,2.3,MI,CSK,Rohit Sharma,Ishan Kishan,Shivam Dube,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,2.4,MI,CSK,Ishan Kishan,Rohit Sharma,Shivam Dube,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,2.5,MI,CSK,Ishan Kishan,Rohit Sharma,Shivam Dube,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,2.6,MI,CSK,Ishan Kishan,Rohit Sharma,Shivam Dube,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,3.1,MI,CSK,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,3.2,MI,CSK,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,3.3,MI,CSK,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,3.4,MI,CSK,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,3.5,MI,CSK,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,3.6,MI,CSK,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,4.1,MI,CSK,Ishan Kishan,Rohit Sharma,Shivam Dube,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,4.2,MI,CSK,Ishan Kishan,Rohit Sharma,Shivam Dube,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,4.3,MI,CSK,Rohit Sharma,Ishan Kishan,Shivam Dube,0,2,2,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,4.3,MI,CSK,Rohit Sharma,Ishan Kishan,Shivam Dube,0,1,1,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,4.3,MI,CSK,Rohit Sharma,Ishan Kishan,Shivam Dube,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,4.4,MI,CSK,Rohit Sharma,Ishan Kishan,Shivam Dube,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,4.5,MI,CSK,Ishan Kishan,Rohit Sharma,Shivam Dube,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,4.6,MI,CSK,Ishan Kishan,Rohit Sharma,Shivam Dube,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,5.1,MI,CSK,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,2,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,5.2,MI,CSK,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,5.3,MI,CSK,Rohit Sharma,Ishan Kishan,Ravindra Jadeja,1,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,5.4,MI,CSK,Ishan Kishan,Rohit Sharma,Ravindra Jadeja,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,5.5,MI,CSK,Ishan Kishan,Rohit Sharma,Ravindra Jadeja,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,5.6,MI,CSK,Ishan Kishan,Rohit Sharma,Ravindra Jadeja,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,6.1,MI,CSK,Rohit Sharma,Ishan Kishan,Maheesh Theekshana,0,0,,,,,,stumped,Rohit Sharma,,
1001,2025,2025-04-01,Wankhede Stadium,2,6.2,MI,CSK,Suryakumar Yadav,Ishan Kishan,Maheesh Theekshana,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,6.3,MI,CSK,Suryakumar Yadav,Ishan Kishan,Maheesh Theekshana,4,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,6.4,MI,CSK,Suryakumar Yadav,Ishan Kishan,Maheesh Theekshana,1,1,,1,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,6.4,MI,CSK,Ishan Kishan,Suryakumar Yadav,Maheesh Theekshana,0,1,1,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,6.4,MI,CSK,Ishan Kishan,Suryakumar Yadav,Maheesh Theekshana,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,6.5,MI,CSK,Ishan Kishan,Suryakumar Yadav,Maheesh Theekshana,0,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,6.6,MI,CSK,Ishan Kishan,Suryakumar Yadav,Maheesh Theekshana,6,0,,,,,,,,,
1001,2025,2025-04-01,Wankhede Stadium,2,7.1,MI,CSK,Suryakumar Yadav,Ishan Kishan,Matheesha Pathirana,0,0,,,,,,lbw,Suryakumar Yadav,,
1001,2025,2025-04-01,Wankhede Stadium,2,7.2,MI,CSK,Tilak Varma,Ishan Kishan,Matheesha Pathirana,4,0,,,,,,,,,
