match_id,date,match_type,event_name,innings,batting_team,bowling_team,over,ball,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,fielder,city,venue,toss_winner,toss_decision,winner,winner_runs,winner_wickets,player_of_match,runs,wickets,match_result
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,2,3,Ajinkya Rahane,Ruturaj Gaikwad,Hardik Pandya,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,15,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,2,4,Ajinkya Rahane,Ruturaj Gaikwad,Hardik Pandya,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,16,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,2,5,Ruturaj Gaikwad,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,16,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,2,6,Ruturaj Gaikwad,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,16,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,3,1,Ajinkya Rahane,Ruturaj Gaikwad,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,16,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,3,2,Ajinkya Rahane,Ruturaj Gaikwad,Tim David,2,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,18,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,3,3,Ajinkya Rahane,Ruturaj Gaikwad,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,18,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,3,4,Ajinkya Rahane,Ruturaj Gaikwad,Tim David,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,19,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,3,5,Ruturaj Gaikwad,Ajinkya Rahane,Tim David,4,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,23,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,3,6,Ruturaj Gaikwad,Ajinkya Rahane,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,23,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,4,1,Ajinkya Rahane,Ruturaj Gaikwad,Piyush Chawla,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,24,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,4,2,Ruturaj Gaikwad,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,24,1,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,4,3,Ruturaj Gaikwad,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,bowled,Ruturaj Gaikwad,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,24,2,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,4,4,Shivam Dube,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,24,2,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,4,5,Shivam Dube,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,24,2,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,4,6,Shivam Dube,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,24,2,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,5,1,Ajinkya Rahane,Shivam Dube,Jasprit Bumrah,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,24,2,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,5,2,Ajinkya Rahane,Shivam Dube,Jasprit Bumrah,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,25,2,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,5,3,Shivam Dube,Ajinkya Rahane,Jasprit Bumrah,0,0,,,,,,caught and bowled,Shivam Dube,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,25,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,5,4,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,25,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,5,5,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,4,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,29,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,5,6,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,30,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,6,1,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,30,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,6,2,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,4,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,34,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,6,3,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,34,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,6,4,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,2,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,36,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,6,5,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,37,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,6,6,Ajinkya Rahane,Ravindra Jadeja,Akash Madhwal,2,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,39,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,7,1,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,39,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,7,2,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,39,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,7,3,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,39,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,7,4,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,39,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,7,5,Ravindra Jadeja,Ajinkya Rahane,Tim David,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,40,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,7,6,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,40,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,8,1,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,2,2,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,42,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,8,1,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,42,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,8,2,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,4,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,46,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,8,3,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,46,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,8,4,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,46,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,8,5,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,46,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,8,6,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,46,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,9,1,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,46,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,9,2,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,47,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,9,3,Ravindra Jadeja,Ajinkya Rahane,Piyush Chawla,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,48,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,9,4,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,48,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,9,5,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,48,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,9,6,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,48,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,10,1,Ravindra Jadeja,Ajinkya Rahane,Tim David,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,49,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,10,2,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,1,1,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,50,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,10,2,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,50,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,10,3,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,50,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,10,4,Ajinkya Rahane,Ravindra Jadeja,Tim David,6,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,56,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,10,5,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,56,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,10,6,Ajinkya Rahane,Ravindra Jadeja,Tim David,6,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,62,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,11,1,Ravindra Jadeja,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,62,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,11,2,Ravindra Jadeja,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,62,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,11,3,Ravindra Jadeja,Ajinkya Rahane,Hardik Pandya,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,63,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,11,4,Ajinkya Rahane,Ravindra Jadeja,Hardik Pandya,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,63,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,11,5,Ajinkya Rahane,Ravindra Jadeja,Hardik Pandya,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,63,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,11,6,Ajinkya Rahane,Ravindra Jadeja,Hardik Pandya,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,63,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,12,1,Ravindra Jadeja,Ajinkya Rahane,Tim David,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,64,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,12,2,Ajinkya Rahane,Ravindra Jadeja,Tim David,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,65,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,12,3,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,65,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,12,4,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,65,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,12,5,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,65,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,12,6,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,65,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,13,1,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,65,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,13,2,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,4,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,69,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,13,3,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,69,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,13,4,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,70,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,13,5,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,70,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,13,6,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,71,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,14,1,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,4,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,75,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,14,2,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,75,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,14,3,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,76,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,14,4,Ajinkya Rahane,Ravindra Jadeja,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,76,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,14,5,Ajinkya Rahane,Ravindra Jadeja,Akash Madhwal,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,77,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,14,6,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,2,1,,1,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,80,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,14,6,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,80,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,15,1,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,80,3,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,15,2,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,lbw,Ajinkya Rahane,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,80,4,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,15,3,MS Dhoni,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,80,4,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,15,4,MS Dhoni,Ravindra Jadeja,Piyush Chawla,4,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,84,4,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,15,5,MS Dhoni,Ravindra Jadeja,Piyush Chawla,4,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,88,4,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,15,6,MS Dhoni,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,88,4,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,16,1,Ravindra Jadeja,MS Dhoni,Gerald Coetzee,1,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,89,4,MI won by 6 wickets
1001,2025-04-01,T20,Indian Premier League 2025,1,CSK,MI,16,2,MS Dhoni,Ravindra Jadeja,Gerald Coetzee,0,0,,,,,,,,,Mumbai,Wankhede Stadium,MI,field,MI,0,6,Ravindra Jadeja,89,4,MI won by 6 wickets
