match_id,season,date,match_type,event,stage,city,venue,team1,team2,innings,over,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,fielder,runs,wickets,current_run_rate,required_run_rate,balls_remaining,target,winner,winner_runs,winner_wickets,player_of_match
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,2,1,CSK,MI,Ruturaj Gaikwad,Ajinkya Rahane,Hardik Pandya,3,0,,,,,,,,,15,1,6.92,,107,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,2,2,CSK,MI,Ajinkya Rahane,Ruturaj Gaikwad,Hardik Pandya,0,0,,,,,,,,,15,1,6.43,,106,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,2,3,CSK,MI,Ajinkya Rahane,Ruturaj Gaikwad,Hardik Pandya,0,0,,,,,,,,,15,1,6.0,,105,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,2,4,CSK,MI,Ajinkya Rahane,Ruturaj Gaikwad,Hardik Pandya,1,0,,,,,,,,,16,1,6.0,,104,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,2,5,CSK,MI,Ruturaj Gaikwad,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,16,1,5.65,,103,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,2,6,CSK,MI,Ruturaj Gaikwad,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,16,1,5.33,,102,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,3,1,CSK,MI,Ajinkya Rahane,Ruturaj Gaikwad,Tim David,0,0,,,,,,,,,16,1,5.05,,101,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,3,2,CSK,MI,Ajinkya Rahane,Ruturaj Gaikwad,Tim David,2,0,,,,,,,,,18,1,5.4,,100,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,3,3,CSK,MI,Ajinkya Rahane,Ruturaj Gaikwad,Tim David,0,0,,,,,,,,,18,1,5.14,,99,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,3,4,CSK,MI,Ajinkya Rahane,Ruturaj Gaikwad,Tim David,1,0,,,,,,,,,19,1,5.18,,98,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,3,5,CSK,MI,Ruturaj Gaikwad,Ajinkya Rahane,Tim David,4,0,,,,,,,,,23,1,6.0,,97,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,3,6,CSK,MI,Ruturaj Gaikwad,Ajinkya Rahane,Tim David,0,0,,,,,,,,,23,1,5.75,,96,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,4,1,CSK,MI,Ajinkya Rahane,Ruturaj Gaikwad,Piyush Chawla,1,0,,,,,,,,,24,1,5.76,,95,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,4,2,CSK,MI,Ruturaj Gaikwad,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,,24,1,5.54,,94,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,4,3,CSK,MI,Ruturaj Gaikwad,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,bowled,Ruturaj Gaikwad,,24,2,5.33,,93,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,4,4,CSK,MI,Shivam Dube,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,,24,2,5.14,,92,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,4,5,CSK,MI,Shivam Dube,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,,24,2,4.97,,91,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,4,6,CSK,MI,Shivam Dube,Ajinkya Rahane,Piyush Chawla,0,0,,,,,,,,,24,2,4.8,,90,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,5,1,CSK,MI,Ajinkya Rahane,Shivam Dube,Jasprit Bumrah,0,0,,,,,,,,,24,2,4.65,,89,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,5,2,CSK,MI,Ajinkya Rahane,Shivam Dube,Jasprit Bumrah,1,0,,,,,,,,,25,2,4.69,,88,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,5,3,CSK,MI,Shivam Dube,Ajinkya Rahane,Jasprit Bumrah,0,0,,,,,,caught and bowled,Shivam Dube,,25,3,4.55,,87,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,5,4,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,0,0,,,,,,,,,25,3,4.41,,86,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,5,5,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,4,0,,,,,,,,,29,3,4.97,,85,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,5,6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,1,0,,,,,,,,,30,3,5.0,,84,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,6,1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,30,3,4.86,,83,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,6,2,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,4,0,,,,,,,,,34,3,5.37,,82,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,6,3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,34,3,5.23,,81,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,6,4,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,2,0,,,,,,,,,36,3,5.4,,80,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,6,5,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,1,0,,,,,,,,,37,3,5.41,,79,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,6,6,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Akash Madhwal,2,0,,,,,,,,,39,3,5.57,,78,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,7,1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,39,3,5.44,,77,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,7,2,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,39,3,5.32,,76,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,7,3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,39,3,5.2,,75,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,7,4,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,39,3,5.09,,74,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,7,5,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,1,0,,,,,,,,,40,3,5.11,,73,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,7,6,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,40,3,5.0,,72,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,8,1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,2,2,,,,,,,,42,3,5.14,,71,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,8,1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,42,3,5.14,,71,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,8,2,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,4,0,,,,,,,,,46,3,5.52,,70,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,8,3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,46,3,5.41,,69,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,8,4,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,46,3,5.31,,68,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,8,5,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,46,3,5.21,,67,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,8,6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,46,3,5.11,,66,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,9,1,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,46,3,5.02,,65,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,9,2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,1,0,,,,,,,,,47,3,5.04,,64,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,9,3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Piyush Chawla,1,0,,,,,,,,,48,3,5.05,,63,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,9,4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,48,3,4.97,,62,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,9,5,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,48,3,4.88,,61,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,9,6,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,48,3,4.8,,60,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,10,1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,1,0,,,,,,,,,49,3,4.82,,59,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,10,2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,1,1,,,,,,,,50,3,4.84,,58,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,10,2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,50,3,4.84,,58,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,10,3,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,50,3,4.76,,57,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,10,4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,6,0,,,,,,,,,56,3,5.25,,56,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,10,5,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,0,0,,,,,,,,,56,3,5.17,,55,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,10,6,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,6,0,,,,,,,,,62,3,5.64,,54,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,11,1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,62,3,5.55,,53,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,11,2,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Hardik Pandya,0,0,,,,,,,,,62,3,5.47,,52,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,11,3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Hardik Pandya,1,0,,,,,,,,,63,3,5.48,,51,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,11,4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Hardik Pandya,0,0,,,,,,,,,63,3,5.4,,50,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,11,5,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Hardik Pandya,0,0,,,,,,,,,63,3,5.32,,49,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,11,6,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Hardik Pandya,0,0,,,,,,,,,63,3,5.25,,48,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,12,1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,1,0,,,,,,,,,64,3,5.26,,47,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,12,2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Tim David,1,0,,,,,,,,,65,3,5.27,,46,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,12,3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,65,3,5.2,,45,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,12,4,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,65,3,5.13,,44,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,12,5,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,65,3,5.06,,43,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,12,6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Tim David,0,0,,,,,,,,,65,3,5.0,,42,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,13,1,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,0,0,,,,,,,,,65,3,4.94,,41,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,13,2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,4,0,,,,,,,,,69,3,5.18,,40,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,13,3,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,0,0,,,,,,,,,69,3,5.11,,39,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,13,4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Jasprit Bumrah,1,0,,,,,,,,,70,3,5.12,,38,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,13,5,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,0,0,,,,,,,,,70,3,5.06,,37,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,13,6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Jasprit Bumrah,1,0,,,,,,,,,71,3,5.07,,36,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,14,1,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,4,0,,,,,,,,,75,3,5.29,,35,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,14,2,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,75,3,5.23,,34,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,14,3,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,1,0,,,,,,,,,76,3,5.24,,33,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,14,4,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Akash Madhwal,0,0,,,,,,,,,76,3,5.18,,32,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,14,5,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Akash Madhwal,1,0,,,,,,,,,77,3,5.19,,31,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,14,6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,2,1,,1,,,,,,,80,3,5.33,,30,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,14,6,CSK,MI,Ravindra Jadeja,Ajinkya Rahane,Akash Madhwal,0,0,,,,,,,,,80,3,5.33,,30,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,15,1,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,80,3,5.27,,29,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,15,2,CSK,MI,Ajinkya Rahane,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,lbw,Ajinkya Rahane,,80,4,5.22,,28,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,15,3,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,80,4,5.16,,27,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,15,4,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,4,0,,,,,,,,,84,4,5.36,,26,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,15,5,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,4,0,,,,,,,,,88,4,5.56,,25,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,15,6,CSK,MI,MS Dhoni,Ravindra Jadeja,Piyush Chawla,0,0,,,,,,,,,88,4,5.5,,24,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,16,1,CSK,MI,Ravindra Jadeja,MS Dhoni,Gerald Coetzee,1,0,,,,,,,,,89,4,5.51,,23,,MI,0,6,Ravindra Jadeja
1001,2025,2025-04-01,T20,IPL 2025,League,Mumbai,Wankhede Stadium,MI,CSK,1,16,2,CSK,MI,MS Dhoni,Ravindra Jadeja,Gerald Coetzee,0,0,,,,,,,,,89,4,5.45,,22,,MI,0,6,Ravindra Jadeja
